,total_cup_points,species,country_of_origin,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,continent
1296,72.58,Arabica,United States (Hawaii),6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,0.11,North America
1297,72.33,Arabica,Haiti,6.92,6.75,7.08,7.17,7.33,6.67,10.0,5.33,8.67,6.42,0.08,North America
1298,71.75,Arabica,Costa Rica,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,6.25,0.11,North America
1299,71.08,Arabica,Mexico,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,6.58,0.12,North America
1300,71.0,Arabica,Mexico,6.5,6.67,6.42,7.17,7.33,6.5,8.0,6.0,10.0,6.42,0.11,North America
1301,70.75,Arabica,Mexico,6.92,7.0,6.83,6.92,7.42,6.92,6.0,6.0,10.0,6.75,0.12,North America
1302,70.67,Arabica,Brazil,7.0,7.0,6.83,7.0,7.33,6.83,6.0,6.0,10.0,6.67,0.11,South America
1303,69.33,Arabica,Honduras,6.67,6.5,6.17,6.67,6.83,6.17,8.0,8.0,8.0,6.33,0.1,North America
1304,69.17,Arabica,Honduras,7.0,6.17,6.17,6.67,6.5,6.17,8.0,8.0,8.0,6.5,0.1,North America
1305,69.17,Arabica,Honduras,7.0,6.33,6.17,6.5,6.67,6.17,8.0,8.0,8.0,6.33,0.1,North America
1306,68.33,Arabica,Mexico,7.08,6.83,6.25,7.42,7.25,6.75,10.0,0.0,10.0,6.75,0.11,North America
1307,67.92,Arabica,Haiti,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,6.0,6.42,0.14,North America
1308,63.08,Arabica,Nicaragua,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,6.0,6.17,0.13,North America
1309,59.83,Arabica,Guatemala,7.5,6.67,6.67,7.67,7.33,6.67,8.0,1.33,1.33,6.67,0.1,North America
1310,0.0,Arabica,Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,North America
